"Bid Solicitation #","Organization Name","Contract #","Buyer","Description","Bid Opening Date","Bid Holder List","Awarded Vendor(s)","Status","Alternate Id"
"13DAT-S478","Department of Taxation","","Heather Moon","Marijuana Case Management and Enforcement","02/21/2019 14:00:00","/bso/external/bidAckList.sdo","Accela, Inc.","Bid to PO",""
"65DPS-S476","Department of Public Safety","","Ryan Vradenburg","Flares","01/04/2019 12:00:00","/bso/external/bidAckList.sdo","GW SAFETY SIGNAL LLC dba GATEWAY SAFETY FLARE","Bid to PO",""
"72DOW-S475","Department of Wildlife","","Heather Moon","2019 Chevrolet Silverados","01/29/2019 14:00:00","/bso/external/bidAckList.sdo","Champion Chevrolet","Bid to PO",""
"74BAI-S474","Department of Business and Industry","","Gail Burchett","Athletic Commission Information System","02/19/2019 14:00:00","","Eduloka, Ltd. (dba inLumon)","Bid to PO",""
"80DOT-S473","Department of Transportation","","Gail Burchett","6865 Edge Expansion w/OV2500","01/23/2019 14:00:00","/bso/external/bidAckList.sdo","Sierra Transportation & Technologies LLC","Bid to PO","083NDHQ53718"
"55AGR-S470","Department of Agriculture","","Marti Marsh","MS Surface Book","12/27/2018 14:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","550-X19028"
"40DHHS-S469","Department of Human Services","","Marti Marsh","MS Surface Tablet","12/26/2018 15:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","RX 409 00000031397"
"80DOT-S468","Department of Transportation","","Heather Moon","F-550 with Service Body and Stellar Crane","01/17/2019 14:00:00","/bso/external/bidAckList.sdo","Fallon Auto Mall","Bid to PO",""
"65DPS-S467","Department of Public Safety","","Heather Moon","Calibration of Radiological Services","01/25/2019 14:00:00","","N/A","Closed",""
"40DHHS-S466","Department of Human Services","","Ronda Miller","NNCAS Window and Door Replacement","01/04/2019 14:00:00","","N/A","Closed",""
"10TCA-S464","Department of Tourism And Cultural Affairs","10TCA-NV19-1973","Annette Morfin","International Office Sales, Marketing & Public Relations Representation - Canada","01/31/2019 14:00:00","/bso/external/bidAckList.sdo","Reach Global Marketing Ltd.","Bid to PO","3406"
"04SOS-S463","Secretary of State's Office","","Annette Morfin","Tri-Fold Brochure ","12/18/2018 15:00:00","","NEVADA STATE PRINTING OFFICE - LCB","Bid to PO","040 31114"
"44DOC-S462","Department of Corrections","44DOC-NV19-1727","Annette Morfin","Dairy Feed","01/07/2019 13:00:00","","Artois Feed Inc.","Bid to PO","OTC 8292"
"40DHHS-S460","Department of Human Services","","Teri Becker","HIV Test Kits","12/24/2018 14:00:00","/bso/external/bidAckList.sdo","Abbott Rapid DX North America LLC","Bid to PO","RX 406-31382"
"12GOED-S459","Governor's Office of Economic Development","","Annette Morfin","Film Office Directory","12/13/2018 12:00:00","","CREEL PRINTING ","Bid to PO","102 31332"
"70CNR-S458","Department of Conservation and Natural Resources","","Gail Burchett","Stihl Chain Saw","12/17/2018 14:00:00","/bso/external/bidAckList.sdo","Titan Construction Supply Inc.","Bid to PO",""
"44DOC-S455","Department of Corrections","","Teri Becker","Heated Cabinet and Roll in Refrigerator","12/10/2018 14:00:00","/bso/external/bidAckList.sdo","Douglas Equipment","Bid to PO","RX 440-31367"
"44DOC-S453","Department of Corrections","","Teri Becker","Rotating Rack Oven","12/10/2018 14:00:00","/bso/external/bidAckList.sdo","Standard Restaurant Supply","Bid to PO","RX 440-31367"
"72DOW-S452","Department of Wildlife","","Teri Becker","Fencing Materials","12/10/2018 14:00:00","/bso/external/bidAckList.sdo","Bath Lumber Company","Bid to PO","RX 702-31362"
"99SWC-S451","Statewide Contracts","99SWC-NV19-2342 99SWC-NV19-2339 99SWC-NV19-2343 99SWC-NV19-2340 99SWC-NV19-2341","Heather Moon","Ammunition","02/07/2019 14:00:00","","Delta 9 Supply Inc, Dooley Enterprises, Inc., Miwall Corporation, Proforce Law Enforcement, Salt Lake Wholesale Sports","Bid to PO",""
"10TCA-S449","Department of Tourism And Cultural Affairs","10TCA-NV19-1972","Annette Morfin","International Office Sales, Marketing & Public Relations Representation - France","01/18/2019 14:00:00","","Aviareps","Bid to PO","3193"
"80DOT-S448","Department of Transportation","80DOT-NV19-1751 80DOT-NV19-1756 80DOT-NV19-1757 80DOT-NV19-1755 80DOT-NV19-1754 80DOT-NV19-1749 80DOT-NV19-1750 80DOT-NV19-1748 80DOT-NV19-1752 80DOT-NV19-1753 80DOT-NV19-1758","Marti Marsh","Aggregate/Screenings","12/21/2018 14:00:00","/bso/external/bidAckList.sdo","Bing Materials, Cinderlite Trucking Corp., Gopher Construction, Inc., Green Dream International LLC, H.E. Hunewill Construction Co. Inc., Jim Wilkin Trucking, Reno Rock Transport LLC, Sierra Rental and Transport Co., Titan Constructors, Inc., Vega Construction & Trucking Co., Wulfenstein Construction Co., Inc","Bid to PO","OTC 8643"
"08DOA-S447","Department of Administration","","Gail Burchett","Cultural Center Exhibits Fabrication","01/18/2019 14:00:00","/bso/external/bidAckList.sdo","Pacific Studio, Inc. ","Bid to PO",""
"40DHHS-S446","Department of Human Services","","Teri Becker"," Vaccine Monitoring Data Logger Kit","12/10/2018 14:00:00","/bso/external/bidAckList.sdo","Control Solutions, Inc. ","Bid to PO","RX 406-31325"
"65DPS-S443","Department of Public Safety","","Heather Moon","Street Legal Motorcycles","12/20/2018 14:00:00","/bso/external/bidAckList.sdo","5th Gear Powersports","Bid to PO",""
"23POST-S442","Commission on Peace Officer Standards and Training","","Amanda Taylor","Peace Officer Instruction and Evaluation Services","12/11/2018 16:00:00","/bso/external/bidAckList.sdo","Sheffield Public Services LLC","Bid to PO",""
"10TCA-S440","Department of Tourism And Cultural Affairs","10TCA-NV19-1974","Annette Morfin"," International Office Sales, Marketing & Public Relations Representation - United Kingdom","01/23/2019 17:00:00","","MMGY Global Limited","Bid to PO","2087"
"44DOC-S439","Department of Corrections","","Teri Becker","Bread Slicer and Bagger","11/28/2018 14:00:00","/bso/external/bidAckList.sdo","Trimark ERF, Inc.","Bid to PO","RX 440-31333"
"44DOC-S438","Department of Corrections","44DOC-NV19-1724","Annette Morfin","ThiFlat Goods Mattress Ticking","12/18/2018 14:00:00","","Herculite Products","Bid to PO","OTC 8331"
"99SWC-S437","Statewide Contracts","","Heather Moon","NASPO ValuePoint - Police Radar/Lidar Speed Enforcement & Speed Advisory Systems, Parts & Access.","01/08/2019 17:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"99SWC-S436","Statewide Contracts","","Teri Becker","MMCAP - Pharmaceutical Wholesaler Distribution Services","12/31/2018 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","MMCAP 27147"
"70CNR-S435","Department of Conservation and Natural Resources","","Marti Marsh","Surface Tablets","11/21/2018 10:00:00","/bso/external/bidAckList.sdo","CDW Government, Inc.","Bid to PO","706-31315"
"65DPS-S434","Department of Public Safety","","Marti Marsh","Design Duplicator","11/21/2018 16:00:00","/bso/external/bidAckList.sdo","B & H Foto & Electronics Corp.","Bid to PO","654-EM000000292"
"99SWC-S433","Statewide Contracts","","Ronda Miller","Temporary Medical Related Positions","01/09/2019 14:00:00","/bso/external/bidAckList.sdo","","Bid to PO",""
"40DHHS-S432","Department of Human Services","","Marti Marsh","ClearOne Video Conference Kit","11/21/2018 10:00:00","/bso/external/bidAckList.sdo","CCS Presentation Systems","Bid to PO","407-31228"
"74BAI-S431","Department of Business and Industry","","Annette Morfin","Gas Monitor","11/16/2018 17:00:00","","EQUIPCO Sales & Service","Bid to PO","742 31278"
"65DPS-S430","Department of Public Safety","","Gail Burchett","Duty Gear","11/19/2018 17:00:00","/bso/external/bidAckList.sdo","All State Police Equipment","Bid to PO","RXQ 652-31253"
"72DOW-S429","Department of Wildlife","","Heather Moon","Camper Shell","11/13/2018 12:00:00","/bso/external/bidAckList.sdo","Caravan Camper Tops Inc.","Bid to PO",""
"72DOW-S428","Department of Wildlife","","Heather Moon","Camper Shell","11/13/2018 12:00:00","/bso/external/bidAckList.sdo","Caravan Camper Tops Inc.","Bid to PO",""
"74BAI-S425","Department of Business and Industry","","Marti Marsh","NEC Display","11/12/2018 09:00:00","/bso/external/bidAckList.sdo","Hypertec USA Inc. (Hypertec Direct)","Bid to PO","742-31269"
"10TCA-S424","Department of Tourism And Cultural Affairs","10TCA-NV19-1976","Annette Morfin","International Office Sales, Marketing & Public Relations Representation - India","12/17/2018 14:00:00","","Buzz Travel Marketing India Private Limited","Bid to PO",""
"80DOT-S423","Department of Transportation","","Marti Marsh","Fargo ID Card Printer","11/08/2018 10:00:00","/bso/external/bidAckList.sdo","ColorID, LLC","Bid to PO","NDHQ52918"
"70CNR-S422","Department of Conservation and Natural Resources","","Heather Moon","Utility Body for 84"" CA Truck ","11/08/2018 12:00:00","/bso/external/bidAckList.sdo","DRAKE EQUIPMENT","Bid to PO",""
"40DHHS-S421","Department of Human Services","","Marti Marsh","Lenovo Thinkpad","11/07/2018 13:30:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","409-31230"
"65DPS-S420","Department of Public Safety","","Heather Moon","SEOC Technology Upgrade","12/07/2018 14:00:00","","N/A","Closed",""
"40DHHS-S418","Department of Human Services","","Marti Marsh","Lenovo Thinkpad","11/07/2018 13:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","409-31221"
"80DOT-S416","Department of Transportation","","Marti Marsh","54K GVW Transport Trucks","11/27/2018 14:00:00","/bso/external/bidAckList.sdo","Western Nevada Kenworth LLC","Bid to PO","NDEQ019374/75"
"08DOA-S415","Department of Administration","","Gail Burchett","Landscaping Services","07/12/2019 14:00:00","/bso/external/bidAckList.sdo","Bid Solicitation Closed - Awarded Outside System","Closed",""
"74BAI-S413","Department of Business and Industry","","Annette Morfin","5 Pack  Edge 5 Noise Dosimeter","11/06/2018 17:00:00","","NoiseMeters Inc","Bid to PO","742 31275"
"74BAI-S411","Department of Business and Industry","","Annette Morfin","GILAIR PLUS STP 5 PUMP KIT","11/16/2018 13:00:00","","ZEFON INTERNATIONAL","Bid to PO","742 31276"
"80DOT-S410","Department of Transportation","80DOT-NV19-1517","Marti Marsh","Reflective Sheeting ","11/21/2018 14:30:00","","3M Company","Bid to PO","OTC 8640"
"40DHHS-S408","Department of Human Services","","Marti Marsh","Surface Tablet","11/05/2018 09:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","403-31208"
"99SWC-S407","Statewide Contracts","","Heather Moon","NASPO ValuePoint - Vehicle Rental Services","12/06/2018 14:30:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"80DOT-S406","Department of Transportation","","Marti Marsh","Snow Plow Blades","11/20/2018 14:00:00","/bso/external/bidAckList.sdo","Nordik Blades","Bid to PO","NDEQ019370"
"24VS-S405","Department of Veterans Services","","Teri Becker","Ice Machine","11/15/2018 13:00:00","/bso/external/bidAckList.sdo","Direct Supply, Inc.","Bid to PO","RX 240-31272"
"80DOT-S404","Department of Transportation","","Marti Marsh","PCI Cards","11/01/2018 09:00:00","/bso/external/bidAckList.sdo","SHI International Corp","Bid to PO","NDHQ52118"
"40DHHS-S403","Department of Human Services","","Gideon Davis","Summit View Youth Center Erosion Control","11/30/2018 14:00:00","","N/A","Closed","SVYC19-01"
"10TCA-S402","Department of Tourism And Cultural Affairs","10TCA-NV19-1969","Annette Morfin","2019 Nevada Global Tourism Summit Venues","11/28/2018 17:00:00","/bso/external/bidAckList.sdo","Plaza Hotel & Casino, LLC","Bid to PO","10TCA-S279"
"72DOW-S400","Department of Wildlife","","Teri Becker","AED and Accessories","10/26/2018 16:00:00","/bso/external/bidAckList.sdo","AED Superstore/ Heartsmart ","Bid to PO","RX 702-31241"
"80DOT-S399","Department of Transportation","80DOT-NV19-1522","Marti Marsh","All Season Cold Patch","11/21/2018 15:00:00","","Seaboard Asphalt Products Company","Bid to PO","OTC 8641"
"40DHHS-S398","Department of Human Services","40DHHS-NV19-2071","Ryan Vradenburg","Genetic Testing Services","12/17/2018 14:30:00","","Laboratory Corporation of America Holdings","Bid to PO",""
"65DPS-S397","Department of Public Safety","","Marti Marsh","Polycom Video Equipment","10/23/2018 13:00:00","/bso/external/bidAckList.sdo","ECF DATA LLC","Bid to PO","654-EM000000288"
"74BAI-S396","Department of Business and Industry","","Gail Burchett","Uninsured Claims Administrator","02/11/2019 14:00:00","/bso/external/bidAckList.sdo","Nevada Alternative Solutions, Inc.","Bid to PO","RFP 3182"
"30DOE-S395","Department of Education","","Gail Burchett","Education Programs Professional","12/17/2018 14:00:00","/bso/external/bidAckList.sdo","Research Foundation for SUNY","Bid to PO",""
"65DPS-S393","Department of Public Safety","","Marti Marsh","Sony PTZ Camera","10/19/2018 10:00:00","/bso/external/bidAckList.sdo","California Media Solutions, Inc","Bid to PO","654-EM000000287"
"43ADG-S392","Adjutant General","","Marti Marsh","Surface Tablets","10/18/2018 11:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","431-31158"
"43ADG-S391","Adjutant General","","Marti Marsh","Veeam Licensing","10/18/2018 10:30:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","431-31153"
"72DOW-S389","Department of Wildlife","","Teri Becker","Fish Haul Tank","10/22/2018 14:00:00","/bso/external/bidAckList.sdo","Eagar, Inc","Bid to PO","RX 702-31206"
"80DOT-S388","Department of Transportation","","Marti Marsh","Omnikey USB Reader","10/17/2018 10:00:00","/bso/external/bidAckList.sdo","ENTERPRISE TECHNOLOGY SOLUTIONS,INC","Bid to PO","NDHQ52618"
"70CNR-S387","Department of Conservation and Natural Resources","","Marti Marsh","Surface Tablets","10/15/2018 14:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","709-31131"
"80DOT-S386","Department of Transportation","","Gail Burchett","Enersys battery system with rack","11/07/2018 14:00:00","/bso/external/bidAckList.sdo","Battery Systems Inc","Bid to PO","PC 083NDHQ52518"
"43ADG-S384","Adjutant General","","Heather Moon","Genie GS-4069 RT Scissor Lift","11/05/2018 14:00:00","/bso/external/bidAckList.sdo","All Around Access LLC","Bid to PO",""
"70CNR-S382","Department of Conservation and Natural Resources","","Annette Morfin","Special Use Permit Envelopes","10/11/2018 17:00:00","","Cenveo","Bid to PO","704 31180"
"80DOT-S381","Department of Transportation","80DOT-NV19-1735","Marti Marsh","Waterborne Traffic Paint","10/30/2018 14:00:00","","Ennis-Flint, Inc.","Bid to PO","OTC 8639"
"72DOW-S380","Department of Wildlife","72DOW-NV19-1722","Teri Becker","Helicopter Airframe Maintenance","11/14/2018 14:00:00","","Eagle Copters LTD","Bid to PO","Game Div - Air Ops"
"90DETR-S379","Department of Employment, Training and Rehabilitation","","Marti Marsh","LG Zero Clients","10/08/2018 11:00:00","/bso/external/bidAckList.sdo","CDW Government, Inc.","Bid to PO","902-S912024"
"70CNR-S378","Department of Conservation and Natural Resources","","Heather Moon","Northern Region HVAC and Plumbing","01/03/2019 14:00:00","/bso/external/bidAckList.sdo","Snyder Services, Inc  dba Snyder Mechanical","Bid to PO",""
"40DHHS-S376","Department of Human Services","","Marti Marsh","Lenovo ThinkCentre M910S","10/09/2018 11:00:00","/bso/external/bidAckList.sdo","Aita Technoliges","Bid to PO","409-31125"
"40DHHS-S375","Department of Human Services","","Marti Marsh","Lenovo ThinkCentre M910S","10/09/2018 10:30:00","/bso/external/bidAckList.sdo","Aita Technoliges","Bid to PO","409-31124"
"40DHHS-S374","Department of Human Services","","Marti Marsh","Lenovo ThinkCentre M910S","10/09/2018 10:00:00","/bso/external/bidAckList.sdo","Aita Technoliges","Bid to PO","409-31123"
"40DHHS-S373","Department of Human Services","","Marti Marsh","Lenovo ThinkCentre M910S","10/09/2018 09:30:00","/bso/external/bidAckList.sdo","Aita Technoliges","Bid to PO","409-31120"
"40DHHS-S372","Department of Human Services","","Marti Marsh","Lenovo ThinkCentre M910's","10/09/2018 09:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","409-31119"
"81DMV-S371","Department of Motor Vehicles","","Annette Morfin","CDL Manuals, Score Sheets, Examiner Manuals and Student Workbooks","10/11/2018 13:00:00","","CREEL PRINTING ","Bid to PO","810 31112"
"65DPS-S370","Department of Public Safety","","Heather Moon","Flares","10/05/2018 12:00:00","/bso/external/bidAckList.sdo","GW SAFETY SIGNAL LLC dba GATEWAY SAFETY FLARE","Bid to PO",""
"81DMV-S369","Department of Motor Vehicles","","Annette Morfin","Class C Drivers Handbooks","10/11/2018 13:00:00","","CREEL PRINTING ","Bid to PO","810 31115"
"70CNR-S368","Department of Conservation and Natural Resources","","Amanda Taylor","Cabins for Wild Horse State Recreation ","10/12/2018 17:00:00","/bso/external/bidAckList.sdo","Cavco Industries, Inc.","Bid to PO",""
"99SWC-S367","Statewide Contracts","","Teri Becker","NASPO ValuePoint Copiers, Printers, Related Devices and Managed Print Services","01/17/2019 13:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","2019000066 (Colorado)"
"40DHHS-S366","Department of Human Services","","Ronda Miller","Telecommunications Relay Services","11/14/2018 14:00:00","/bso/external/bidAckList.sdo","Sprint","Bid to PO",""
"40DHHS-S365","Department of Human Services","","Ronda Miller","Kinship Navigator Evaluation","10/19/2018 14:00:00","","N/A","Closed",""
"65DPS-S364","Department of Public Safety","","Heather Moon","Tracking Devices","10/04/2018 12:00:00","/bso/external/bidAckList.sdo","Drone World LLC","Bid to PO",""
"72DOW-S363","Department of Wildlife","","Heather Moon","Concession Trailer","10/03/2018 12:00:00","/bso/external/bidAckList.sdo","Complete Trailers LLC","Bid to PO",""
"99SWC-S362","Statewide Contracts","99SWC-NV19-1887 99SWC-NV19-1886","Gail Burchett","Avaya Communication System","11/30/2018 14:15:00","/bso/external/bidAckList.sdo","ConvergeOne, VOX Network Solutions, Inc.","Bid to PO",""
"55AGR-S361","Department of Agriculture","","Annette Morfin","Nanodrop One Spectrophotometer","10/08/2018 13:00:00","","Fisher Scientific Company, LLC","Bid to PO","550 X19013"
"81DMV-S360","Department of Motor Vehicles","","Annette Morfin","VP-01 Application for Registration","10/08/2018 13:00:00","","Silver State Industries","Bid to PO","810 31070"
"99SWC-S359","Statewide Contracts","99SWC-NV19-1768 99SWC-NV19-1766 99SWC-NV19-1769 99SWC-NV19-4007 99SWC-NV19-2532 99SWC-NV19-5947 99SWC-NV19-1767 99SWC-NV19-2908 99SWC-NV19-2909 99SWC-NV19-1991 99SWC-NV19-1834","Ryan Vradenburg","Translation and Interpretation Services","12/01/2021 14:00:00","","American Sign Language Communication, Captions Unlimited of Nevada, Inc., Diversidad LLC, Language Link, Las Vegas Interpreters Connection, LLC, Marco A. Varela, Preston Bass Interpreting Services, LLC, Reena Gull Sippola, Sorenson Communications, LLC, The Language Connection, Worldlingo","Bid to PO",""
"80DOT-S357","Department of Transportation","","Gail Burchett","Holganix Tree and Shrub Fertilizer","10/23/2018 14:00:00","/bso/external/bidAckList.sdo","EWING IRRIGATION & LANDSCAPE SUPPLY","Bid to PO","RXQ 083NDEQ019346"
"74BAI-S356","Department of Business and Industry","","Marti Marsh","Dell CTO 5587 Laptop","10/03/2018 12:00:00","/bso/external/bidAckList.sdo","CDW Government, Inc.","Bid to PO","742-31074"
"74BAI-S355","Department of Business and Industry","","Marti Marsh","Dell CTO 5587 Laptop","10/03/2018 11:00:00","/bso/external/bidAckList.sdo","CDW Government, Inc.","Bid to PO","742-31073"
"74BAI-S354","Department of Business and Industry","","Marti Marsh","Dell CTO 5587 Laptop","10/03/2018 10:00:00","/bso/external/bidAckList.sdo","CDW Government, Inc.","Bid to PO","742-31075"
"40DHHS-S353","Department of Human Services","","Marti Marsh","Topaz Signature Pads","10/02/2018 10:00:00","/bso/external/bidAckList.sdo","Scan Technology, Inc","Bid to PO","406-31107"
"80DOT-S351","Department of Transportation","","Annette Morfin","Digital Paddle Viscometers","10/22/2018 13:00:00","","Cannon Instrument Company","Bid to PO","NDHQ50618"
"80DOT-S350","Department of Transportation","","Marti Marsh","Stainless Steel Hook Lift","10/17/2018 14:00:00","/bso/external/bidAckList.sdo","Enoven Truck Body + Equipment","Bid to PO","NDEQ19128"
"96SSHIX-S348","Silver State Health Insurance Exchange","96SSHIX-NV19-1519","Teri Becker","MARS-E v2.0 Independent Security Assessment","10/25/2018 14:00:00","","SeNet International Corporation","Bid to PO",""
"70CNR-S347","Department of Conservation and Natural Resources","","Amanda Taylor","Cabins for Wild Horse State Recreation ","09/28/2018 00:00:00","/bso/external/bidAckList.sdo","N/A","Closed",""
"40DHHS-S346","Department of Human Services","","Marti Marsh","Cisco Network Equipment","09/26/2018 11:00:00","/bso/external/bidAckList.sdo","TECH TRADE GLOBAL, LLC.","Bid to PO","402-31084"
"40DHHS-S345","Department of Human Services","","Marti Marsh","Cisco Network Equipment","09/26/2018 10:00:00","/bso/external/bidAckList.sdo","TECH TRADE GLOBAL, LLC.","Bid to PO","402-31086"
"08DOA-S344","Department of Administration","","Marti Marsh","Apple iPad","09/25/2018 12:00:00","/bso/external/bidAckList.sdo","Diltex Inc","Bid to PO","082-223464"
"90DETR-S343","Department of Employment, Training and Rehabilitation","","Annette Morfin","Practical Assessment Exploration System - 2nd Edition","10/11/2018 14:00:00","","Talent Assessment, Inc.","Bid to PO","901 S419012"
"44DOC-S342","Department of Corrections","","Annette Morfin","Horse Hay","10/10/2018 14:00:00","","Berrington Custom Haystacking & Transport Inc. , Bresciani Hay Company, Inc., Tom Madole Trucking","Bid to PO","440 PI704"
"74BAI-S341","Department of Business and Industry","74BAI-NV19-1895 74BAI-NV19-1898 74BAI-NV19-1897 74BAI-NV19-1900 74BAI-NV19-1901 74BAI-NV19-1896 74BAI-NV19-1899","Gail Burchett","Actuarial Services","11/08/2018 14:00:00","/bso/external/bidAckList.sdo","Leif Associates Inc, Lewis & Ellis, Inc., Merlinos & Associates, Inc., NovaRest, Inc, Risk & Regulatory Consulting, LLC, Taylor-Walker Consulting, LLC, Wakely Consulting Group, LLC","Bid to PO",""
"43ADG-S340","Adjutant General","","Gail Burchett","Mobile Armor Core Panels","10/01/2018 14:00:00","/bso/external/bidAckList.sdo","Ambitec, Inc","Bid to PO","REQ 431-31016, 17, 19, 20"
"43ADG-S339","Adjutant General","","Annette Morfin","Convault 500  Gallon  Tank Systems","09/20/2018 17:00:00","","Core Engineered Solutions, Inc.","Bid to PO","431 30923"
"74BAI-S338","Department of Business and Industry","","Marti Marsh","Lenovo ThinkPad Yoga Laptop","09/12/2018 13:00:00","/bso/external/bidAckList.sdo","Eastern Data Inc.","Bid to PO","747-31034"
"05TO-S337","Treasurer's Office","05TO-NV19-1425","Teri Becker","Investment Consulting Services","10/03/2018 14:00:00","","Pension Consulting Alliance, LLC","Bid to PO",""
"65DPS-S336","Department of Public Safety","","Heather Moon","Communications Equipment","09/11/2018 12:00:00","/bso/external/bidAckList.sdo","PVP Communications","Bid to PO","651-HP-1847"
"04SOS-S333","Secretary of State's Office","","Annette Morfin","Silverflume Digital Operating Agreement","11/19/2018 12:00:00","","N/A","Closed","RFI 18-03"
"44DOC-S332","Department of Corrections","","Annette Morfin","Inmate Dialysis Treatment","10/01/2018 14:00:00","","CharDonnay Dialysis Inc","Bid to PO","2051"
"81DMV-S329","Department of Motor Vehicles","","Annette Morfin","125# White Tag Stock","09/04/2018 12:00:00","","Silver State Industries","Bid to PO","810 30941"
"65DPS-S328","Department of Public Safety","","Marti Marsh","Zebra Mobile Printers","09/04/2018 12:00:00","/bso/external/bidAckList.sdo","MSA Systems, Inc","Bid to PO","HP000001845"
"80DOT-S327","Department of Transportation","","Marti Marsh","VRLogic Stereo Display","08/31/2018 13:00:00","/bso/external/bidAckList.sdo","Sharper Technology, Inc.","Bid to PO","NDHQ50518"
"44DOC-S324","Department of Corrections","","Marti Marsh","Palo Alto Network Equipment","08/28/2018 14:00:00","/bso/external/bidAckList.sdo","CDW Government, Inc.","Bid to PO","440-30973"
"44DOC-S323","Department of Corrections","","Annette Morfin","Horse Hay","09/12/2018 14:00:00","/bso/external/bidAckList.sdo","Berrington Custom Haystacking & Transport Inc. , Bresciani Hay Company, Inc.","Bid to PO","440 PI-701"
"90DETR-S322","Department of Employment, Training and Rehabilitation","","Marti Marsh","Surface Tablet","08/27/2018 14:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","S419013"
"08DOA-S318","Department of Administration","","Marti Marsh","Apple  MacBook","08/27/2018 10:00:00","/bso/external/bidAckList.sdo","Aita Technoliges","Bid to PO","180-222164"
"70CNR-S317","Department of Conservation and Natural Resources","","Heather Moon","Front Loader with Attachments","08/23/2018 14:00:00","/bso/external/bidAckList.sdo","Nevada Power Products, Inc.","Bid to PO",""
"95PEBP-S314","Public Employees' Benefits Program","95PEBP-NV19-1728","Teri Becker","Utilization/Large Case Management Services","10/04/2018 14:00:00","/bso/external/bidAckList.sdo","American Health Holding","Bid to PO",""
"70CNR-S313","Department of Conservation and Natural Resources","","Gail Burchett","repeaters and radios","08/23/2018 17:00:00","/bso/external/bidAckList.sdo","N/A","Closed","RXQ 704-30949"
"08DOA-S312","Department of Administration","","Marti Marsh","Security Software","09/04/2018 13:00:00","/bso/external/bidAckList.sdo","Comodo Security Solutions Inc.","Bid to PO","180-212096"
"55AGR-S311","Department of Agriculture","55AGR-NV19-1413","Annette Morfin","USDA Foods Processing - Pizza","09/13/2018 13:00:00","/bso/external/bidAckList.sdo","Nardone Bros. Baking Co.","Bid to PO",""
"70CNR-S310","Department of Conservation and Natural Resources","","Marti Marsh","Surface Tablets","08/16/2018 14:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","705-30972"
"70CNR-S309","Department of Conservation and Natural Resources","","Heather Moon","Truck with Trash Body","09/06/2018 14:00:00","/bso/external/bidAckList.sdo","Semi Service Inc","Bid to PO",""
"08DOA-S308","Department of Administration","","Gail Burchett","Veteran's Nursing Home FFE","09/14/2018 14:00:00","/bso/external/bidAckList.sdo","","Bid to PO","CIP and Non CIP FFE"
"24VS-S307","Department of Veterans Services","24VS-NV19-1441","Heather Moon","Food Services for Nevada State Veterans Home","09/18/2018 14:00:00","/bso/external/bidAckList.sdo","Morrison Management Specialists, Inc.","Bid to PO",""
"99SWC-S306","Statewide Contracts","","Teri Becker","NASPO ValuePoint - Wireless Data, Voice and Accessories","10/23/2018 13:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","CJ18012"
"01GO-S304","Governor's Office","01GO-NV19-2584","Mark Stewart","Enterprise Resource Planning (ERP) SMART 21 Project","12/03/2018 15:00:00","/bso/external/bidAckList.sdo","LSI Consulting","Bid to PO",""
"72DOW-S303","Department of Wildlife","","Heather Moon","Bell Helicopter","08/30/2018 14:00:00","/bso/external/bidAckList.sdo","Eagle Copters LTD","Bid to PO",""
"08DOA-S302","Department of Administration","","Marti Marsh","Surface Tablet","08/13/2018 13:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","180-219593"
"72DOW-S301","Department of Wildlife","","Gail Burchett","NDOW Uniforms","08/30/2018 14:00:00","/bso/external/bidAckList.sdo","Eastbay, Inc","Bid to PO","702-30859"
"72DOW-S300","Department of Wildlife","72DOW-NV19-915","Teri Becker","Wildlife Tracking Collars","08/30/2018 14:00:00","/bso/external/bidAckList.sdo","Lotek NZ Limited, VECTRONIC Aerospace Inc.","Bid to PO","OTC S300"
"55AGR-S299","Department of Agriculture","","Marti Marsh","Apple iPads","08/07/2018 12:00:00","/bso/external/bidAckList.sdo","Zones, Inc.","Bid to PO","550-X19007"
"30DOE-S298","Department of Education","","Gail Burchett","Adoption Process for Instruction Materials for Educators","08/22/2018 17:00:00","/bso/external/bidAckList.sdo","N/A","Closed","IMs Pilot RFI 18-04"
