"Contract #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"44DOC-NV24-20740","","Flat Goods Mattress Ticking","DAF Products, Inc.","","$0.00","Department of Corrections","3PS - Sent","02/01/2024","01/31/2026"
"44DOC-NV24-20478","","Monitoring/Management of Water and Waste WAter Systems","SP & B UTILITIES SERVICES INC ","","$1,620.00","Department of Corrections","3PS - Sent","04/01/2024","03/31/2028"
"44DOC-NV24-17229","","OTC for Quilted Mattress Ticking","Enriquez Materials & Quilting, Inc.","","$0.00","Department of Corrections","3PS - Sent","08/01/2023","07/31/2026"
"44DOC-NV23-17738","","Inmate Dialysis ","NaphCare","","$0.00","Department of Corrections","3PS - Sent","10/01/2023","09/30/2027"
"44DOC-NV23-16077","","Septic and Grease Trap Pumping Services","Waters Vacuum Truck Service","","$22,940.00","Department of Corrections","3PS - Sent","07/01/2023","06/30/2028"
"44DOC-NV23-16076","","Septic and Grease Trap Pumping Services","Silver City Processing","","$0.00","Department of Corrections","3PS - Sent","05/10/2023","06/30/2028"
"44DOC-NV23-16074","","Electrocardiogram (ECG) Services and Equipment","CompuMed, Inc.","","$0.00","Department of Corrections","3PS - Sent","07/01/2023","06/30/2027"
"44DOC-NV22-12674","","Vendor Machine Services - Statewide","FIRST CLASS VENDING INC","","$0.00","Department of Corrections","3PS - Sent","10/12/2022","10/31/2026"
"44DOC-NV22-12277","","Satellite Television Installation and Services","JL Digital LLC","","$0.00","Department of Corrections","3PS - Sent","10/01/2022","09/30/2026"
"44DOC-NV22-10778","","Inmate Food Services","ARAMARK Correctional Services","","$0.00","Department of Corrections","3PS - Sent","05/11/2022","03/31/2026"
"44DOC-NV21-9271","","Steam Cleaning Kitchen Exhaust System - Statewide","ProtoKleen, Inc.","","$0.00","Department of Corrections","3PS - Sent","08/11/2021","08/31/2025"
"44DOC-NV21-10012","","Veterinary Services - Silver State Industries Prison Ranch","All Creatures Mobile Veterinary Hospital","","$0.00","Department of Corrections","3PS - Sent","01/21/2022","12/31/2025"
"43ADG-NV24-21990","","Disaster Recovery Contractor","Witt O'Brien's LLC","","$0.00","Adjutant General","3PS - Sent","07/09/2024","12/31/2027"
"43ADG-NV23-18030","","Threat and Hazard Identification and Risk Assessment","Wise Oak Consulting, L.L.C.","","$0.00","Adjutant General","3PS - Sent","09/12/2023","09/11/2027"
"43ADG-NV22-10881","","Dust Suppression Services - Southern Nevada","Midwest Industrial Supply Inc.","","$0.00","Adjutant General","3PS - Sent","02/08/2022","01/13/2026"
"43ADG-NV21-10080","","Fencing & Gates Repairs & Installation","Red Star Fence Company","","$1.00","Adjutant General","3PS - Sent","11/09/2021","11/08/2025"
"40DHHS-NV26-26354","","Drug & Alcohol Testing","Washoe County","","$0.00","Department of Human Services","3PS - Sent","06/28/2024","06/30/2028"
"40DHHS-NV26-26351","","Lock Services","United Lock and Security, Inc.","","$0.00","Department of Human Services","3PS - Sent","05/06/2024","03/31/2026"
"40DHHS-NV26-26350","","HVAC Services","Emcor Services Mesa Energy Inc","","$0.00","Department of Human Services","3PS - Sent","07/01/2024","06/30/2028"
"40DHHS-NV26-26349","","Psychiatric Services","New Day Behavioral Healthcare","","$0.00","Department of Human Services","3PS - Sent","11/17/2022","06/30/2026"
"40DHHS-NV26-26245","","Out of State Visitation","JTD COUNSELING AND CONSULTING LLC","","$0.00","Department of Human Services","3PS - Sent","05/22/2023","06/30/2027"
"40DHHS-NV26-26242","","Out of State Visitation- IN","Nightlight Christian Adoptions","","$0.00","Department of Human Services","3PS - Sent","12/27/2023","09/30/2027"
"40DHHS-NV26-26241","","Education Services","Lincoln County","","$0.00","Department of Human Services","3PS - Sent","07/01/2025","06/30/2027"
"40DHHS-NV26-26237","","Drug testing","Humboldt County","","$0.00","Department of Human Services","3PS - Sent","04/14/2023","01/31/2027"
"40DHHS-NV26-26236","","Drug & Alcohol Testing","Douglas County ","","$0.00","Department of Human Services","3PS - Sent","05/22/2023","09/30/2026"
"40DHHS-NV26-26230","","Education Services","Clark County School District","","$0.00","Department of Human Services","3PS - Sent","07/01/2024","06/30/2027"
"40DHHS-NV26-26228","","Water Treatment Services","Watertech, Incorporated","","$0.00","Department of Human Services","3PS - Sent","07/29/2022","06/30/2026"
"40DHHS-NV26-26227","","Eye care services","Speedy Specs","","$0.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV26-26223","","Generator Services","GENTECH of Nevada, Inc","","$0.00","Department of Human Services","3PS - Sent","09/27/2022","08/31/2026"
"40DHHS-NV26-26214","","PREA Audits","DRB Consulting, LLC","","$0.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV26-26213","","Medical services","Denise Ogletree McGuinn","","$0.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV26-26211","","Plumbing Services","Anytime Plumbing, Inc.","","$0.00","Department of Human Services","3PS - Sent","05/27/2022","03/31/2026"
"40DHHS-NV26-26207","","Lock Services","United Lock and Security, Inc.","","$0.00","Department of Human Services","3PS - Sent","05/17/2022","03/31/2026"
"40DHHS-NV26-26206","","Pest Control","JS Pest Control","","$0.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV26-26205","","Fire alarm monitoring","Sting Alarm Inc","","$0.00","Department of Human Services","3PS - Sent","05/31/2024","03/31/2028"
"40DHHS-NV26-26204","","Air Duct Cleaning ","Stanley Steemer ","","$0.00","Department of Human Services","3PS - Sent","01/28/2025","12/31/2028"
"40DHHS-NV26-26202","","Moving Services","ACE WORLD WIDE WEST","","$0.00","Department of Human Services","3PS - Sent","09/21/2022","07/31/2026"
"40DHHS-NV26-26178","","Out of State Visitation- PA","Blais Psychological Care","","$0.00","Department of Human Services","3PS - Sent","02/12/2024","01/31/2026"
"40DHHS-NV26-26174","","Training","Northwest Prevention Science Inc.","","$0.00","Department of Human Services","3PS - Sent","10/26/2023","07/31/2026"
"40DHHS-NV26-26172","","HVAC Services","Emcor Services Mesa Energy Inc","","$0.00","Department of Human Services","3PS - Sent","07/01/2023","06/30/2027"
"40DHHS-NV26-26171","","Genetic Testing","Laboratory Corporation of America Holdings","","$0.00","Department of Human Services","3PS - Sent","05/16/2023","04/30/2027"
"40DHHS-NV26-26170","","Out of State Visitation- AR","Kindred Spirits Adoption Services","","$0.00","Department of Human Services","3PS - Sent","04/25/2022","02/28/2026"
"40DHHS-NV26-26125","","Training","Jireh Consulting and Training LLC.","","$0.00","Department of Human Services","3PS - Sent","08/03/2022","06/30/2026"
"40DHHS-NV26-26124","","Kitchen Maintenance Repair","Jenson Total Services","","$0.00","Department of Human Services","3PS - Sent","11/28/2022","09/30/2026"
"40DHHS-NV26-26123","","Barber services","Bela Boutique","","$0.00","Department of Human Services","3PS - Sent","08/22/2023","06/30/2027"
"40DHHS-NV26-26122","","Investigator Services","jeanne morgan","","$0.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV26-26117","","RX Delivery","JCN Courier Service, Inc. ","","$0.00","Department of Human Services","3PS - Sent","08/01/2024","07/31/2028"
"40DHHS-NV26-26116","","Counseling Services","Jason Porras","","$0.00","Department of Human Services","3PS - Sent","07/14/2023","04/30/2027"
"40DHHS-NV26-26115","","Counseling Services","Janell Anderson,LCSW,PLLC","","$0.00","Department of Human Services","3PS - Sent","01/09/2024","06/30/2026"
"40DHHS-NV26-26114","","Gang intervention","Innovative Health and Wellness","","$0.00","Department of Human Services","3PS - Sent","03/15/2022","02/28/2026"
"40DHHS-NV26-26113","","Electronic Academic Records","Infinite Campus, Inc.","","$0.00","Department of Human Services","3PS - Sent","07/01/2025","06/30/2029"
"40DHHS-NV26-26112","","Counseling Services","IDEAS Counseling LLC","","$0.00","Department of Human Services","3PS - Sent","07/01/2023","06/30/2027"
"40DHHS-NV26-26106","","Out of State Visitation- TN","Harmony Family Center Inc.","","$0.00","Department of Human Services","3PS - Sent","04/20/2022","02/28/2026"
"40DHHS-NV26-26099","","Training","Foster Kinship","","$0.00","Department of Human Services","3PS - Sent","09/29/2022","06/30/2026"
"40DHHS-NV26-26096","","Fingerprinting","Fingerprinting Express LLC","","$0.00","Department of Human Services","3PS - Sent","07/01/2024","06/30/2028"
"40DHHS-NV26-26095","","Glass services","FAST GLASS INC.","","$0.00","Department of Human Services","3PS - Sent","07/01/2023","06/30/2027"
"40DHHS-NV26-26071","","Medical Imaging","Direct Mobile Imaging LLC","","$0.00","Department of Human Services","3PS - Sent","04/14/2022","02/28/2026"
"40DHHS-NV26-26070","","Glass services","Davis Glass & Mirror, Inc","","$0.00","Department of Human Services","3PS - Sent","07/12/2023","04/30/2027"
"40DHHS-NV26-26069","","Case Closure Services","DAVID H NEELY III ATTORNEY AT LAW ","","$0.00","Department of Human Services","3PS - Sent","10/26/2023","09/30/2027"
"40DHHS-NV26-26058","","HVAC Services","American Southwest Electric","","$0.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV26-26057","","Electrical Gate & Fencing","American Southwest Electric","","$0.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV26-26056","","Electrical Services","American Southwest Electric","","$0.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV26-26031","","Water Inspections","ARM Services LLC","","$0.00","Department of Human Services","3PS - Sent","05/30/2025","06/30/2029"
"40DHHS-NV26-26030","","Plumbing Services","Anytime Plumbing, Inc.","","$46,820.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV26-26029","","Case Closure Services","Anne Laughlin","","$0.00","Department of Human Services","3PS - Sent","10/26/2023","09/30/2027"
"40DHHS-NV26-25898","","SVYC Locksmith Services","American Lock & Key","","$25,872.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV26-25896","","SNCAS Laundry Services","Alsco Inc.","","$0.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV26-25894","","SVYC Locksmith Services","Alpine Lock and Key Inc","","$0.00","Department of Human Services","3PS - Sent","07/01/2023","06/30/2027"
"40DHHS-NV26-25893","","NNCAS Laundry Services","Alsco Inc.","","$20,800.00","Department of Human Services","3PS - Sent","07/01/2025","06/30/2029"
"40DHHS-NV25-26075","","Genetic Testing","Laboratory Corporation of America Holdings","","$0.00","Department of Human Services","3PS - Sent","05/01/2025","04/30/2029"
"40DHHS-NV25-25856","","HVAC Air Filter Svcs","AAA AIR FILTER COMPANY, iNC","","$0.00","Department of Human Services","3PS - Sent","02/01/2022","02/01/2026"
"40DHHS-NV25-25838","","NYTC Quarterly Meat Solicitation","Independent Meat ","","$0.00","Department of Human Services","3PS - Sent","07/01/2025","09/30/2025"
"40DHHS-NV25-25837","","NYTC Quarterly Meat Solicitation","Sysco USA 1, Inc. (Intermountain)","","$0.00","Department of Human Services","3PS - Sent","07/01/2025","09/30/2025"
"40DHHS-NV25-25836","","NYTC Quarterly Dairy Solicitation","Bair Distributing","","$0.00","Department of Human Services","3PS - Sent","07/01/2025","09/30/2025"
"40DHHS-NV25-25420","","Pharmacy Benefits Manager","Ramsell Corporation","","$0.00","Department of Human Services","3PS - Sent","07/01/2025","06/30/2030"
"40DHHS-NV25-25405","","Building Mechanics & DELTA Control System","Emcor Services Mesa Energy Inc","","$0.00","Department of Human Services","3PS - Sent","07/01/2025","06/30/2029"
"40DHHS-NV25-25235","","	Background checks and searches for CSEP and I&R","West Publishing Corporation","","$18,661.84","Department of Human Services","3PS - Sent","07/01/2023","06/30/2026"
"40DHHS-NV25-24779","","Managed Care Organization (MCO) combined  Battle Born State Plans (BBSP)","Health Plan of Nevada, Inc. (HPN)","","$0.00","Department of Human Services","3PS - Sent","04/08/2025","12/31/2030"
"40DHHS-NV25-24778","","Managed Care Organization (MCO) combined  Battle Born State Plans (BBSP)","Community Care Health Plan of Nevada, Inc. Anthem Blue Cross Blue Shield","","$0.00","Department of Human Services","3PS - Sent","04/08/2025","12/31/2030"
"40DHHS-NV25-24777","","Managed Care Organization (MCO) combined  Battle Born State Plans (BBSP)","SilverSummit Healthplan, Inc.","","$0.00","Department of Human Services","3PS - Sent","04/08/2025","12/31/2030"
"40DHHS-NV25-24649","","Child Care License Process Improvement","Carahsoft Technology Corporation","","$123,131.26","Department of Human Services","3PS - Sent","01/14/2025","09/15/2025"
"40DHHS-NV25-24502","","Southern Nevada Adult Mental Health Hospital (SNAMHS) Water Treatment Service","Broadbent & Associates, Inc.","","$0.00","Department of Human Services","3PS - Sent","08/01/2025","07/31/2029"
"40DHHS-NV25-24308","","Empire Southwest, LLC (Generator)","Empire Southwest","","$1,500.00","Department of Human Services","3PS - Sent","01/14/2025","11/30/2028"
"40DHHS-NV25-24080","","Steady IQ SNAP IVS Proof of Concept","Carahsoft Technology Corporation","","$486,947.34","Department of Human Services","3PS - Sent","12/11/2024","09/30/2025"
"40DHHS-NV25-23973","","Medicaid Managed Information System","GAINWELL TECHNOLOGIES LLC ","","$0.00","Department of Human Services","3PS - Sent","01/01/2014","06/30/2028"
"40DHHS-NV25-23379","","Trane U.S., Inc","Trane U. S. Inc","","$22,573.89","Department of Human Services","3PS - Sent","09/25/2024","08/30/2028"
"40DHHS-NV24-24241","","Certified Community Behavioral Healthcare Centers Cost Reporting and Rate Setting","Mercer Health & Benefits LLC","","$0.00","Department of Human Services","3PS - Sent","02/11/2025","02/28/2029"
"40DHHS-NV24-24085","","Desert Regional Center Medical Director","TJ Hunt Med Services PLLC","","$0.00","Department of Human Services","3PS - Sent","04/01/2025","03/31/2029"
"40DHHS-NV24-22947","","ASL Interpreter Project","GTC","","$0.00","Department of Human Services","3PS - Sent","10/01/2024","09/30/2025"
"40DHHS-NV24-22911","","Nevada's Behavioral Health Crisis Care Hub (NBHCCH)","Carelon Behavioral Health Inc. ","","$0.00","Department of Human Services","3PS - Sent","11/12/2024","10/31/2028"
"40DHHS-NV24-21965","","Financial Management Services","Acumen Fiscal Agent","","$0.00","Department of Human Services","3PS - Sent","07/09/2024","06/30/2028"
"40DHHS-NV24-21874","","Carahsoft - DocuSign","Carahsoft Technology Corporation","","$148,176.68","Department of Human Services","3PS - Sent","05/14/2024","05/14/2026"
"40DHHS-NV24-21688","","Butter Plumbing 4/1/24 - 3/31/28","Butter Plumbing","","$3,114.00","Department of Human Services","3PS - Sent","04/01/2024","03/31/2028"
"40DHHS-NV24-21680","","Federal Health Facility Inspections","Healthcare Management Solutions, LLC","","$0.00","Department of Human Services","3PS - Sent","10/31/2024","10/31/2028"
"40DHHS-NV24-21576","","SNCAS HVAC Inspection & Maintenance Services ","Emcor Services Mesa Energy Inc","","$0.00","Department of Human Services","3PS - Sent","07/01/2024","06/30/2028"
"40DHHS-NV24-21574","","E-Solution for Nevada Women, Infants and Children (WIC) Farmers Market Nutrition Program (FMNP)","SoliSYSTEMS, LLC","","$0.00","Department of Human Services","3PS - Sent","05/14/2024","09/30/2025"
"40DHHS-NV24-21473","","Self-Directed Financial Management Services","Acumen Fiscal Agent","","$0.00","Department of Human Services","3PS - Sent","04/01/2024","03/31/2028"
"40DHHS-NV24-21392","","Landscaping Services for Southern Nevada DHHS Campus","Greenscapes of Nevada LLC","","$0.00","Department of Human Services","3PS - Sent","03/12/2024","03/12/2028"
"40DHHS-NV24-21352","","Landscaping Services for Southern Nevada DHHS Campus","Greenscapes of Nevada LLC","","$0.00","Department of Human Services","3PS - Sent","02/01/2024","01/31/2028"
"40DHHS-NV24-21242","","Surveillance and Utilization Review (SUR) Case Management and Data Analytics System.","Pulselight Holdings, Inc.","","$0.00","Department of Human Services","3PS - Sent","04/09/2024","03/31/2028"
"40DHHS-NV24-21112","","NV Child Welfare System Needs Assessment","KPMG LLP","","$0.00","Department of Human Services","3PS - Sent","04/09/2024","10/31/2025"
"40DHHS-NV24-20484","","Federal Waiver Technical Assistance","Mercer Health & Benefits LLC","","$0.00","Department of Human Services","3PS - Sent","02/13/2024","02/12/2028"
"40DHHS-NV24-20483","","Federal Waiver Technical Assistance","Milliman","","$0.00","Department of Human Services","3PS - Sent","02/13/2024","02/12/2028"
"40DHHS-NV24-20482","","Federal Waiver Technical Assistance","Manatt Health Strategies Llc.","","$0.00","Department of Human Services","3PS - Sent","02/13/2024","02/12/2028"
"40DHHS-NV24-20477","","Procurement Assistance Support","Manatt Health Strategies Llc.","","$0.00","Department of Human Services","3PS - Sent","01/09/2024","12/31/2025"
"40DHHS-NV24-19871","","Printing and Storage of Welfare Envelopes","Cenveo","","$256,162.61","Department of Human Services","3PS - Sent","01/01/2024","12/31/2028"
"40DHHS-NV24-17576","","Anderson Pest Control 7/1/2023 - 6/30/2027","Anderson Pest Control LLC","","$8,439.00","Department of Human Services","3PS - Sent","07/01/2023","06/30/2027"
"40DHHS-NV24-17574","","CPR Society 8/1/23 to 7/31/27","Las Vegas CPR, LLC","","$6,610.00","Department of Human Services","3PS - Sent","08/01/2023","07/31/2027"
"40DHHS-NV23-20907","","Centralized Credentialing ","Verisys Corporation","","$0.00","Department of Human Services","3PS - Sent","03/12/2024","03/31/2028"
"40DHHS-NV23-20608","","Databases: Rx Historical, Patient Care, Drug Treatment,","UpToDate, Inc. ","","$0.00","Department of Human Services","3PS - Sent","09/01/2023","08/31/2027"
"40DHHS-NV23-19825","","All Payers Claims Database","Onpoint Health Data","","$0.00","Department of Human Services","3PS - Sent","12/12/2023","12/31/2028"
"40DHHS-NV23-17862","","Electronic Distribution of Benefits (CSEP Debit Cards)","Conduent State & Local Solutions, Inc.","","$0.00","Department of Human Services","3PS - Sent","08/08/2023","08/31/2027"
"40DHHS-NV23-17142","","Care Management Entity","Magellan Healthcare, Inc.","","$0.00","Department of Human Services","3PS - Sent","08/08/2023","12/31/2026"
"40DHHS-NV23-16609","","External Quality Review Organization","Health Services Advisory Group, Inc.","","$0.00","Department of Human Services","3PS - Sent","07/01/2023","06/30/2027"
"40DHHS-NV23-16303","","Psychiatric Residential Treatment Facility Services Enterprise","Bamboo Sunrise, LLC","","$0.00","Department of Human Services","3PS - Sent","07/01/2023","06/30/2027"
"40DHHS-NV23-16048","","Electronic Visit Verification (EVV)","Sandata Technologies, LLC","","$0.00","Department of Human Services","3PS - Sent","06/13/2023","06/30/2027"
"40DHHS-NV23-15904","","Rural Nevada Foster Care Recruitment","FM marketing LLC","","$0.00","Department of Human Services","3PS - Sent","07/01/2023","06/30/2027"
"40DHHS-NV23-15641","","Landscape and Snow Removal NNCAS","Pacific Outdoor Living","","$0.00","Department of Human Services","3PS - Sent","07/01/2023","06/30/2027"
"40DHHS-NV23-15605","","Laundry Services hygienic ","Alsco Inc.","","$0.00","Department of Human Services","3PS - Sent","05/09/2023","06/30/2027"
"40DHHS-NV23-15604","","Women's Health Connection (WHC) Program","Access to Healthcare Network","","$0.00","Department of Human Services","3PS - Sent","06/30/2023","06/29/2027"
"40DHHS-NV23-15578","","Certified Public Expenditures Audits for Governmental Entities","Myers and Stauffer LC","","$0.00","Department of Human Services","3PS - Sent","10/01/2023","09/30/2027"
"40DHHS-NV23-14726","","QBS LLC 3/1/2023 to 2/28/2027","QBS LLC","","$20,434.00","Department of Human Services","3PS - Sent","03/01/2023","02/28/2027"
"40DHHS-NV23-14239","","Telecommunications Relay Services","Hamilton Relay, Inc.","","$0.00","Department of Human Services","3PS - Sent","03/14/2023","06/30/2027"
"40DHHS-NV23-13631","","Psychiatric Residential Treatment Facility Services Oasis","Bamboo Sunrise, LLC","","$0.00","Department of Human Services","3PS - Sent","02/14/2023","03/31/2027"
"40DHHS-NV23-13357","","C Thru Glass 11/10/22 to 11/9/26","C Thru Glass","","$14,829.66","Department of Human Services","3PS - Sent","11/10/2022","11/09/2026"
"40DHHS-NV23-12811","","SCaDU Courier Services ","Specialized Delivery Services, Inc.","","$0.00","Department of Human Services","3PS - Sent","10/01/2022","09/30/2026"
"40DHHS-NV22-9531","","Government Accounting Services and Medicaid Auditing","Myers and Stauffer LC","","$0.00","Department of Human Services","3PS - Sent","01/01/2022","12/31/2025"
"40DHHS-NV22-9488","","Fire Sprinkler/Fire Prevention","ace fire systems","","$12,492.19","Department of Human Services","3PS - Sent","01/01/2022","12/31/2025"
"40DHHS-NV22-13999","","Health Data Reporting","Comagine Health","","$0.00","Department of Human Services","3PS - Sent","03/01/2023","02/28/2027"
"40DHHS-NV22-13196","","Security Risk Assessment","B. Riley Advisory Services","","$0.00","Department of Human Services","3PS - Sent","11/15/2022","06/30/2026"
"40DHHS-NV22-12282","","Eligibility System Updates","Deloitte Consulting LLP","","$44,030,456.83","Department of Human Services","3PS - Sent","08/09/2022","06/30/2026"
"40DHHS-NV22-12281","","Dental Benefits Administrator","Liberty Dental Plan of Nevada, Inc","","$0.00","Department of Human Services","3PS - Sent","01/01/2023","12/31/2026"
"40DHHS-NV22-12279","","Transportation Services","AMERICAN TRANSPORTATION SYSTEMS","","$0.00","Department of Human Services","3PS - Sent","07/12/2022","07/11/2026"
"40DHHS-NV22-11836","","Early Intervention Services Case Mgmt. Software","Yahasoft, Inc.","","$0.00","Department of Human Services","3PS - Sent","06/14/2022","06/30/2026"
"40DHHS-NV22-11805","","Contracts and Subgrants Optimization Electronic Tracking and Management Services  ","Agate Software, Inc.","","$0.00","Department of Human Services","3PS - Sent","06/15/2022","06/15/2026"
"40DHHS-NV22-11775","","UPS Preventative Maintenance Solicitation","DC Group","","$9,450.00","Department of Human Services","3PS - Sent","05/01/2022","04/30/2026"
"40DHHS-NV22-10782","","Tobacco Quitline Cessation","National Jewish Health","","$0.00","Department of Human Services","3PS - Sent","10/01/2022","09/30/2026"
"40DHHS-NV22-10781","","Temporary Facility Management","Quality Healthcare Asset Management LLC","","$0.00","Department of Human Services","3PS - Sent","09/13/2022","09/30/2026"
"40DHHS-NV22-10448","","Nevada 211 Information & Referral","Money Management International","","$0.00","Department of Human Services","3PS - Sent","07/01/2022","06/30/2026"
"40DHHS-NV22-10076","","Loftin Equipment 01/01/2022 - 12/31/2025","Loftin Equipment Co, Inc.","","$28,121.89","Department of Human Services","3PS - Sent","01/01/2022","12/31/2025"
"40DHHS-NV22-10042","","Certified Community Behavioral Healthcare Centers - Quality Incentive Payments","Public Health Supportive Services LLC","","$0.00","Department of Human Services","3PS - Sent","12/14/2021","12/30/2025"
"40DHHS-NV22-10028","","Cost Allocation/Random Moment","Solix, Inc.","","$243,204.00","Department of Human Services","3PS - Sent","01/03/2022","12/31/2025"
"40DHHS-NV22-10022","","Janitorial Services Laughlin  SNAMHS","Best Janitorial Services Of NV","","$0.00","Department of Human Services","3PS - Sent","04/01/2022","03/31/2026"
"40DHHS-NV21-9641","","Janitorial Services ","Best Janitorial Services Of NV","","$14,157.75","Department of Human Services","3PS - Sent","02/01/2022","01/31/2026"
"40DHHS-NV21-9331","","Health Record Sys","Patagonia Health, Inc.","","$0.00","Department of Human Services","3PS - Sent","10/12/2021","10/11/2025"
"40DHHS-NV21-9280","","Managed Care Organization","Health Plan of Nevada, Inc. (HPN)","","$0.00","Department of Human Services","3PS - Sent","01/01/2022","12/31/2025"
"40DHHS-NV21-9279","","Managed Care Organization","Community Care Health Plan of Nevada, Inc. Anthem Blue Cross Blue Shield","","$0.00","Department of Human Services","3PS - Sent","01/01/2022","12/31/2025"
"40DHHS-NV21-9278","","Managed Care Organization","SilverSummit Healthplan, Inc.","","$0.00","Department of Human Services","3PS - Sent","01/01/2022","12/31/2025"
"40DHHS-NV21-9277","","Managed Care Organization","Molina Healthcare of Nevada, Inc.","","$0.00","Department of Human Services","3PS - Sent","01/01/2022","12/31/2025"
"40DHHS-NV21-8550","","Pandemic Electronic Benefits Transfer (P-EBT)","Deloitte Consulting LLP","","$13,362,027.74","Department of Human Services","3PS - Sent","06/08/2021","01/31/2026"
"40DHHS-NV21-10686","","Food Management Services","Morrison Management Specialists, Inc.","","$0.00","Department of Human Services","3PS - Sent","03/01/2022","02/28/2026"
"40DHHS-NV21-10089","","Physician Services NYTC","Daniel C. Jones","","$0.00","Department of Human Services","3PS - Sent","03/01/2022","02/28/2026"
"40DHHS-NV20-6579","","Income and Employment Verification","Public Consulting Group Inc","","$2,254,778.90","Department of Human Services","3PS - Sent","11/10/2020","09/30/2026"
"40DHHS-NV20-3675","","Design, Development, & Implementation Services - NVKids","Protech Solutions","","$36,329,900.66","Department of Human Services","3PS - Sent","05/01/2018","08/29/2025"
"40DHHS-NV18-382","","Master Client Index","IMT USA","","$892,287.55","Department of Human Services","3PS - Sent","07/10/2018","06/30/2030"
"31PCSA-NV25-24286","","Toolkit for Individualized Education Plan Development and Instruction","Enome, Inc. (Goalbook)","","$0.00","State Public Charter School Authority","3PS - Sent","01/14/2025","01/14/2028"
"30DOE-NV25-25685","","Nevada Early Learning Standards and Technical Assistance","WestEd","","$0.00","Department of Education","3PS - Sent","06/10/2025","06/30/2029"
"30DOE-NV25-25041","","IDEA ADR Oversight","Special Education Law Associates, LLC","","$0.00","Department of Education","3PS - Sent","07/01/2025","06/30/2029"
"30DOE-NV25-24415","","Nevada State Performance Plan/Annual Performance Report (SPP/APR) Indicator 8 and 14 Survey Collecti","Sigma Associates Incorporated","","$0.00","Department of Education","3PS - Sent","03/11/2025","04/30/2029"
"30DOE-NV24-24413","","Statewide Homeless App","Portland Webworks","","$0.00","Department of Education","3PS - Sent","01/14/2025","06/30/2028"
"30DOE-NV24-21731","","Nevada Kindergarten Entry Assessment ","UTJ Holdco, Inc. DBA Teaching Strategies, LLC","","$0.00","Department of Education","3PS - Sent","04/09/2024","04/08/2028"
"30DOE-NV24-21224","","Commission on School Funding Fiscal Analysis Support","Applied Analysis","","$0.00","Department of Education","3PS - Sent","03/18/2024","06/10/2028"
"30DOE-NV24-19586","","Student Accountability Information Network (SAIN)","AnLar, LLC","","$0.00","Department of Education","3PS - Sent","12/12/2023","11/13/2027"
"30DOE-NV23-18348","","College and Career Readiness High School Assessment","ACT, Inc.","","$0.00","Department of Education","3PS - Sent","10/10/2023","10/31/2027"
"30DOE-NV23-17552","","State Report Card","eMetric, LLC","","$0.00","Department of Education","3PS - Sent","10/01/2023","09/30/2029"
"30DOE-NV22-13461","","21st Century Community Learning Centers External Evaluator","UNR Controllers Office","","$0.00","Department of Education","3PS - Sent","12/13/2022","12/31/2025"
"30DOE-NV22-12207","","Nevada Adult Education and Family Literacy Act Management Information System","LiteracyPro Systems, Inc.","","$0.00","Department of Education","3PS - Sent","07/01/2022","06/30/2026"
"27CCB-NV23-20854","","Marijuana Case Management and Licensing Solution","Accela, Inc.","","$0.00","Cannabis Compliance Board","3PS - Sent","01/01/2024","12/31/2027"
"24VS-NV25-25270","","So. Nevada State Veterans Home  - Secondary Water Treatment","GARRATT-CALLAHAN CO","","$0.00","Department of Veterans Services","3PS - Sent","07/01/2025","06/30/2029"
"24VS-NV25-25269","","Southern Nevada State Veterans Home Water Treatment","Broadbent & Associates, Inc.","","$0.00","Department of Veterans Services","3PS - Sent","07/01/2025","06/30/2029"
"24VS-NV25-23375","","Housekeeping and Laundry Services for So. NV Veterans Home","Healthcare Services Group Inc.","","$0.00","Department of Veterans Services","3PS - Sent","12/01/2024","11/30/2028"
"24VS-NV24-22031","","Pharmacy Services","PharMerica Mountain, LLC","","$0.00","Department of Veterans Services","3PS - Sent","08/01/2024","07/31/2028"
"24VS-NV22-10328","","LANDSCAPING SERVICES FOR SOUTHERN NEVADA VETERANS HOME","Perennial Land Care","","$0.00","Department of Veterans Services","3PS - Sent","11/01/2021","11/30/2025"
"13DAT-NV24-19396","","Cigarette Stamps","Meyercord Revenue Inc.","","$158,117.15","Department of Taxation","3PS - Sent","10/23/2023","10/22/2025"
